,Mediciónes,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia,Voltaje disco
0,0.0012000000000000001,-5e-05,0.01,310,0,5000,3.6
1,0.0032,-4.996e-05,0.01,310,0,5000,3.6
2,0.0008,-4.992e-05,0.01,310,0,5000,3.6
3,0.0004,-4.9880000000000004e-05,0.01,310,0,5000,3.6
4,-0.0004,-4.9840000000000004e-05,0.01,310,0,5000,3.6
5,0.0012000000000000001,-4.9800000000000004e-05,0.01,310,0,5000,3.6
6,0.0004,-4.9760000000000005e-05,0.01,310,0,5000,3.6
7,0.002,-4.9720000000000005e-05,0.01,310,0,5000,3.6
8,0.0,-4.9680000000000005e-05,0.01,310,0,5000,3.6
9,0.0028,-4.964e-05,0.01,310,0,5000,3.6
10,0.0012000000000000001,-4.96e-05,0.01,310,0,5000,3.6
11,0.0012000000000000001,-4.956e-05,0.01,310,0,5000,3.6
12,0.0024000000000000002,-4.952e-05,0.01,310,0,5000,3.6
13,0.002,-4.948e-05,0.01,310,0,5000,3.6
14,0.0032,-4.944e-05,0.01,310,0,5000,3.6
15,0.0012000000000000001,-4.94e-05,0.01,310,0,5000,3.6
16,0.0012000000000000001,-4.936e-05,0.01,310,0,5000,3.6
17,0.0036000000000000003,-4.932e-05,0.01,310,0,5000,3.6
18,0.0032,-4.928e-05,0.01,310,0,5000,3.6
19,0.004,-4.924e-05,0.01,310,0,5000,3.6
20,0.0036000000000000003,-4.92e-05,0.01,310,0,5000,3.6
21,0.0016,-4.9160000000000004e-05,0.01,310,0,5000,3.6
22,0.004,-4.9120000000000004e-05,0.01,310,0,5000,3.6
23,0.002,-4.9080000000000004e-05,0.01,310,0,5000,3.6
24,0.0032,-4.9040000000000005e-05,0.01,310,0,5000,3.6
25,0.0032,-4.9000000000000005e-05,0.01,310,0,5000,3.6
26,0.002,-4.8960000000000006e-05,0.01,310,0,5000,3.6
27,0.0032,-4.892e-05,0.01,310,0,5000,3.6
28,0.0012000000000000001,-4.888e-05,0.01,310,0,5000,3.6
29,0.0024000000000000002,-4.884e-05,0.01,310,0,5000,3.6
30,0.0028,-4.88e-05,0.01,310,0,5000,3.6
31,0.0004,-4.876e-05,0.01,310,0,5000,3.6
32,0.002,-4.872e-05,0.01,310,0,5000,3.6
33,-0.0004,-4.868e-05,0.01,310,0,5000,3.6
34,-0.0004,-4.864e-05,0.01,310,0,5000,3.6
35,-0.0004,-4.86e-05,0.01,310,0,5000,3.6
36,-0.0012000000000000001,-4.856e-05,0.01,310,0,5000,3.6
37,0.0004,-4.852e-05,0.01,310,0,5000,3.6
38,0.0,-4.8480000000000003e-05,0.01,310,0,5000,3.6
39,-0.002,-4.8440000000000004e-05,0.01,310,0,5000,3.6
40,0.0016,-4.8400000000000004e-05,0.01,310,0,5000,3.6
41,0.0004,-4.8360000000000005e-05,0.01,310,0,5000,3.6
42,0.0028,-4.8320000000000005e-05,0.01,310,0,5000,3.6
43,0.0036000000000000003,-4.8280000000000005e-05,0.01,310,0,5000,3.6
44,0.0016,-4.824e-05,0.01,310,0,5000,3.6
45,0.0028,-4.82e-05,0.01,310,0,5000,3.6
46,0.0012000000000000001,-4.816e-05,0.01,310,0,5000,3.6
47,0.0008,-4.812e-05,0.01,310,0,5000,3.6
48,0.004,-4.808e-05,0.01,310,0,5000,3.6
49,0.0028,-4.804e-05,0.01,310,0,5000,3.6
50,0.0028,-4.8e-05,0.01,310,0,5000,3.6
51,0.002,-4.796e-05,0.01,310,0,5000,3.6
52,0.0,-4.792e-05,0.01,310,0,5000,3.6
53,0.0028,-4.788e-05,0.01,310,0,5000,3.6
54,0.0004,-4.784e-05,0.01,310,0,5000,3.6
55,0.0004,-4.78e-05,0.01,310,0,5000,3.6
56,0.0,-4.7760000000000004e-05,0.01,310,0,5000,3.6
57,-0.0012000000000000001,-4.7720000000000004e-05,0.01,310,0,5000,3.6
58,0.0016,-4.7680000000000004e-05,0.01,310,0,5000,3.6
59,0.0008,-4.7640000000000005e-05,0.01,310,0,5000,3.6
60,0.0,-4.7600000000000005e-05,0.01,310,0,5000,3.6
61,0.002,-4.7560000000000005e-05,0.01,310,0,5000,3.6
62,-0.0004,-4.7520000000000006e-05,0.01,310,0,5000,3.6
63,0.0016,-4.748e-05,0.01,310,0,5000,3.6
64,0.0,-4.744e-05,0.01,310,0,5000,3.6
65,-0.002,-4.74e-05,0.01,310,0,5000,3.6
66,-0.0008,-4.736e-05,0.01,310,0,5000,3.6
67,-0.0016,-4.732e-05,0.01,310,0,5000,3.6
68,-0.0016,-4.728e-05,0.01,310,0,5000,3.6
69,-0.0008,-4.724e-05,0.01,310,0,5000,3.6
70,-0.0024000000000000002,-4.72e-05,0.01,310,0,5000,3.6
71,0.0012000000000000001,-4.716e-05,0.01,310,0,5000,3.6
72,0.0,-4.712e-05,0.01,310,0,5000,3.6
73,0.0032,-4.708e-05,0.01,310,0,5000,3.6
74,0.0036000000000000003,-4.7040000000000004e-05,0.01,310,0,5000,3.6
75,0.0,-4.7000000000000004e-05,0.01,310,0,5000,3.6
76,0.0012000000000000001,-4.6960000000000004e-05,0.01,310,0,5000,3.6
77,0.0008,-4.6920000000000005e-05,0.01,310,0,5000,3.6
78,0.0004,-4.6880000000000005e-05,0.01,310,0,5000,3.6
79,0.004,-4.6840000000000006e-05,0.01,310,0,5000,3.6
80,0.0004,-4.68e-05,0.01,310,0,5000,3.6
81,0.0004,-4.676e-05,0.01,310,0,5000,3.6
82,0.0008,-4.672e-05,0.01,310,0,5000,3.6
83,0.0016,-4.668e-05,0.01,310,0,5000,3.6
84,0.0012000000000000001,-4.664e-05,0.01,310,0,5000,3.6
85,0.0,-4.66e-05,0.01,310,0,5000,3.6
86,-0.0008,-4.656e-05,0.01,310,0,5000,3.6
87,0.0004,-4.652e-05,0.01,310,0,5000,3.6
88,-0.0004,-4.648e-05,0.01,310,0,5000,3.6
89,0.0004,-4.644e-05,0.01,310,0,5000,3.6
90,-0.0008,-4.64e-05,0.01,310,0,5000,3.6
91,-0.0012000000000000001,-4.636e-05,0.01,310,0,5000,3.6
92,0.0024000000000000002,-4.6320000000000004e-05,0.01,310,0,5000,3.6
93,-0.0012000000000000001,-4.6280000000000004e-05,0.01,310,0,5000,3.6
94,-0.0008,-4.6240000000000005e-05,0.01,310,0,5000,3.6
95,-0.0016,-4.6200000000000005e-05,0.01,310,0,5000,3.6
96,-0.0012000000000000001,-4.6160000000000005e-05,0.01,310,0,5000,3.6
97,0.0004,-4.612e-05,0.01,310,0,5000,3.6
98,-0.0008,-4.6080000000000006e-05,0.01,310,0,5000,3.6
99,-0.0004,-4.604e-05,0.01,310,0,5000,3.6
100,-0.0008,-4.6e-05,0.01,310,0,5000,3.6
101,-0.0032,-4.596e-05,0.01,310,0,5000,3.6
102,0.0012000000000000001,-4.592e-05,0.01,310,0,5000,3.6
103,-0.0012000000000000001,-4.588e-05,0.01,310,0,5000,3.6
104,0.0016,-4.584e-05,0.01,310,0,5000,3.6
105,0.0012000000000000001,-4.58e-05,0.01,310,0,5000,3.6
106,0.0,-4.576e-05,0.01,310,0,5000,3.6
107,0.0016,-4.572e-05,0.01,310,0,5000,3.6
108,0.0012000000000000001,-4.568e-05,0.01,310,0,5000,3.6
109,0.0004,-4.5640000000000003e-05,0.01,310,0,5000,3.6
110,0.002,-4.5600000000000004e-05,0.01,310,0,5000,3.6
111,-0.0012000000000000001,-4.5560000000000004e-05,0.01,310,0,5000,3.6
112,0.0008,-4.5520000000000005e-05,0.01,310,0,5000,3.6
113,-0.0004,-4.5480000000000005e-05,0.01,310,0,5000,3.6
114,-0.0012000000000000001,-4.544e-05,0.01,310,0,5000,3.6
115,0.0012000000000000001,-4.5400000000000006e-05,0.01,310,0,5000,3.6
116,-0.002,-4.536e-05,0.01,310,0,5000,3.6
117,-0.0008,-4.532e-05,0.01,310,0,5000,3.6
118,-0.0004,-4.528e-05,0.01,310,0,5000,3.6
119,-0.0004,-4.524e-05,0.01,310,0,5000,3.6
120,-0.0004,-4.52e-05,0.01,310,0,5000,3.6
121,-0.0004,-4.516e-05,0.01,310,0,5000,3.6
122,-0.0004,-4.512e-05,0.01,310,0,5000,3.6
123,0.0012000000000000001,-4.508e-05,0.01,310,0,5000,3.6
124,-0.0016,-4.504e-05,0.01,310,0,5000,3.6
125,-0.0012000000000000001,-4.5e-05,0.01,310,0,5000,3.6
126,-0.0028,-4.496e-05,0.01,310,0,5000,3.6
127,-0.0004,-4.4920000000000004e-05,0.01,310,0,5000,3.6
128,0.002,-4.4880000000000004e-05,0.01,310,0,5000,3.6
129,0.0,-4.4840000000000004e-05,0.01,310,0,5000,3.6
130,0.0,-4.4800000000000005e-05,0.01,310,0,5000,3.6
131,0.0,-4.4760000000000005e-05,0.01,310,0,5000,3.6
132,0.0004,-4.4720000000000006e-05,0.01,310,0,5000,3.6
133,0.0036000000000000003,-4.468e-05,0.01,310,0,5000,3.6
134,0.0012000000000000001,-4.464e-05,0.01,310,0,5000,3.6
135,0.002,-4.46e-05,0.01,310,0,5000,3.6
136,0.0008,-4.456e-05,0.01,310,0,5000,3.6
137,0.0,-4.452e-05,0.01,310,0,5000,3.6
138,0.002,-4.448e-05,0.01,310,0,5000,3.6
139,0.0,-4.444e-05,0.01,310,0,5000,3.6
140,0.0016,-4.44e-05,0.01,310,0,5000,3.6
141,0.0028,-4.436e-05,0.01,310,0,5000,3.6
142,0.0,-4.432e-05,0.01,310,0,5000,3.6
143,0.0008,-4.428e-05,0.01,310,0,5000,3.6
144,-0.0004,-4.424e-05,0.01,310,0,5000,3.6
145,-0.0012000000000000001,-4.4200000000000004e-05,0.01,310,0,5000,3.6
146,0.0024000000000000002,-4.4160000000000004e-05,0.01,310,0,5000,3.6
147,0.0,-4.4120000000000004e-05,0.01,310,0,5000,3.6
148,0.0008,-4.4080000000000005e-05,0.01,310,0,5000,3.6
149,0.0,-4.4040000000000005e-05,0.01,310,0,5000,3.6
150,0.0008,-4.4e-05,0.01,310,0,5000,3.6
151,0.0012000000000000001,-4.3960000000000006e-05,0.01,310,0,5000,3.6
152,-0.0004,-4.392e-05,0.01,310,0,5000,3.6
153,0.002,-4.388e-05,0.01,310,0,5000,3.6
154,0.0028,-4.384e-05,0.01,310,0,5000,3.6
155,-0.0004,-4.38e-05,0.01,310,0,5000,3.6
156,0.0,-4.376e-05,0.01,310,0,5000,3.6
157,-0.002,-4.372e-05,0.01,310,0,5000,3.6
158,-0.0008,-4.368e-05,0.01,310,0,5000,3.6
159,0.0012000000000000001,-4.364e-05,0.01,310,0,5000,3.6
160,0.0008,-4.36e-05,0.01,310,0,5000,3.6
161,0.0028,-4.356e-05,0.01,310,0,5000,3.6
162,0.0028,-4.3520000000000003e-05,0.01,310,0,5000,3.6
163,0.0028,-4.3480000000000004e-05,0.01,310,0,5000,3.6
164,0.0056,-4.3440000000000004e-05,0.01,310,0,5000,3.6
165,0.0016,-4.3400000000000005e-05,0.01,310,0,5000,3.6
166,0.0028,-4.3360000000000005e-05,0.01,310,0,5000,3.6
167,0.0016,-4.332e-05,0.01,310,0,5000,3.6
168,0.0004,-4.3280000000000006e-05,0.01,310,0,5000,3.6
169,0.0012000000000000001,-4.324e-05,0.01,310,0,5000,3.6
170,0.0008,-4.32e-05,0.01,310,0,5000,3.6
171,0.0016,-4.316e-05,0.01,310,0,5000,3.6
172,0.0028,-4.312e-05,0.01,310,0,5000,3.6
173,0.0004,-4.308e-05,0.01,310,0,5000,3.6
174,0.0008,-4.304e-05,0.01,310,0,5000,3.6
175,0.0012000000000000001,-4.3e-05,0.01,310,0,5000,3.6
176,0.0004,-4.296e-05,0.01,310,0,5000,3.6
177,0.0024000000000000002,-4.292e-05,0.01,310,0,5000,3.6
178,0.0004,-4.288e-05,0.01,310,0,5000,3.6
179,0.002,-4.284e-05,0.01,310,0,5000,3.6
180,0.0008,-4.2800000000000004e-05,0.01,310,0,5000,3.6
181,0.0004,-4.2760000000000004e-05,0.01,310,0,5000,3.6
182,0.0032,-4.2720000000000004e-05,0.01,310,0,5000,3.6
183,0.0004,-4.2680000000000005e-05,0.01,310,0,5000,3.6
184,0.0008,-4.2640000000000005e-05,0.01,310,0,5000,3.6
185,0.0016,-4.2600000000000005e-05,0.01,310,0,5000,3.6
186,0.0004,-4.256e-05,0.01,310,0,5000,3.6
187,0.0028,-4.252e-05,0.01,310,0,5000,3.6
188,0.0008,-4.248e-05,0.01,310,0,5000,3.6
189,0.0028,-4.244e-05,0.01,310,0,5000,3.6
190,0.004,-4.24e-05,0.01,310,0,5000,3.6
191,0.0028,-4.236e-05,0.01,310,0,5000,3.6
192,0.0036000000000000003,-4.232e-05,0.01,310,0,5000,3.6
193,0.0032,-4.228e-05,0.01,310,0,5000,3.6
194,0.0032,-4.224e-05,0.01,310,0,5000,3.6
195,0.0068000000000000005,-4.22e-05,0.01,310,0,5000,3.6
196,0.0032,-4.216e-05,0.01,310,0,5000,3.6
197,0.0036000000000000003,-4.212e-05,0.01,310,0,5000,3.6
198,0.002,-4.2080000000000004e-05,0.01,310,0,5000,3.6
199,0.0012000000000000001,-4.2040000000000004e-05,0.01,310,0,5000,3.6
200,0.0028,-4.2000000000000004e-05,0.01,310,0,5000,3.6
201,-0.0004,-4.196e-05,0.01,310,0,5000,3.6
202,0.0008,-4.1920000000000005e-05,0.01,310,0,5000,3.6
203,0.0,-4.188e-05,0.01,310,0,5000,3.6
204,-0.0004,-4.1840000000000006e-05,0.01,310,0,5000,3.6
205,0.0012000000000000001,-4.18e-05,0.01,310,0,5000,3.6
206,0.0008,-4.176e-05,0.01,310,0,5000,3.6
207,-0.0004,-4.172e-05,0.01,310,0,5000,3.6
208,0.0016,-4.168e-05,0.01,310,0,5000,3.6
209,0.0,-4.164e-05,0.01,310,0,5000,3.6
210,0.0024000000000000002,-4.16e-05,0.01,310,0,5000,3.6
211,0.0008,-4.156e-05,0.01,310,0,5000,3.6
212,0.0008,-4.152e-05,0.01,310,0,5000,3.6
213,0.0016,-4.148e-05,0.01,310,0,5000,3.6
214,0.0008,-4.144e-05,0.01,310,0,5000,3.6
215,0.0004,-4.1400000000000003e-05,0.01,310,0,5000,3.6
216,0.0024000000000000002,-4.1360000000000004e-05,0.01,310,0,5000,3.6
217,-0.0004,-4.1320000000000004e-05,0.01,310,0,5000,3.6
218,0.002,-4.1280000000000005e-05,0.01,310,0,5000,3.6
219,0.0016,-4.1240000000000005e-05,0.01,310,0,5000,3.6
220,0.0036000000000000003,-4.12e-05,0.01,310,0,5000,3.6
221,0.0044,-4.1160000000000006e-05,0.01,310,0,5000,3.6
222,0.0024000000000000002,-4.112e-05,0.01,310,0,5000,3.6
223,0.0012000000000000001,-4.108e-05,0.01,310,0,5000,3.6
224,0.002,-4.104e-05,0.01,310,0,5000,3.6
225,0.0016,-4.1e-05,0.01,310,0,5000,3.6
226,0.004,-4.096e-05,0.01,310,0,5000,3.6
227,0.0004,-4.092e-05,0.01,310,0,5000,3.6
228,0.002,-4.088e-05,0.01,310,0,5000,3.6
229,0.0028,-4.084e-05,0.01,310,0,5000,3.6
