,Datos,Datos Ch2,Tiempo,Tiempo Ch2,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia
109,-0.01141,-0.01141,0.002,0.004,,,,
110,-0.0114,-0.0114,0.004,0.012,,,,
111,-0.01139,-0.01139,-0.002,0.004,,,,
112,-0.011380000000000001,-0.011380000000000001,0.0,0.0,,,,
113,-0.01137,-0.01137,0.004,0.012,,,,
114,-0.01136,-0.01136,-0.002,0.0,,,,
115,-0.01135,-0.01135,0.0,0.004,,,,
116,-0.011340000000000001,-0.011340000000000001,-0.002,0.0,,,,
117,-0.01133,-0.01133,0.0,0.004,,,,
118,-0.01132,-0.01132,0.004,0.008,,,,
119,-0.01131,-0.01131,-0.002,0.0,,,,
120,-0.011300000000000001,-0.011300000000000001,0.0,0.0,,,,
121,-0.011290000000000001,-0.011290000000000001,0.004,0.008,,,,
122,-0.01128,-0.01128,0.004,0.012,,,,
123,-0.01127,-0.01127,0.016,0.008,,,,
124,-0.011260000000000001,-0.011260000000000001,0.002,0.004,,,,
125,-0.011250000000000001,-0.011250000000000001,0.0,0.004,,,,
126,-0.01124,-0.01124,0.0,0.004,,,,
127,-0.01123,-0.01123,0.0,0.0,,,,
128,-0.01122,-0.01122,0.012,0.0,,,,
129,-0.011210000000000001,-0.011210000000000001,0.0,-0.012,,,,
130,-0.0112,-0.0112,0.002,0.0,,,,
131,-0.01119,-0.01119,0.002,0.004,,,,
132,-0.01118,-0.01118,0.006,0.012,,,,
133,-0.011170000000000001,-0.011170000000000001,0.002,0.004,,,,
134,-0.01116,-0.01116,0.006,0.004,,,,
135,-0.01115,-0.01115,0.004,0.0,,,,
136,-0.01114,-0.01114,0.002,0.0,,,,
137,-0.011130000000000001,-0.011130000000000001,0.002,0.0,,,,
138,-0.011120000000000001,-0.011120000000000001,0.008,-0.004,,,,
139,-0.01111,-0.01111,-0.002,-0.008,,,,
140,-0.0111,-0.0111,-0.002,0.0,,,,
141,-0.011090000000000001,-0.011090000000000001,0.0,0.004,,,,
142,-0.011080000000000001,-0.011080000000000001,0.002,0.0,,,,
143,-0.01107,-0.01107,0.008,0.004,,,,
144,-0.01106,-0.01106,0.0,0.0,,,,
145,-0.01105,-0.01105,0.004,0.028,,,,
146,-0.011040000000000001,-0.011040000000000001,-0.002,0.0,,,,
147,-0.01103,-0.01103,0.0,0.008,,,,
148,-0.01102,-0.01102,0.008,0.016,,,,
149,-0.01101,-0.01101,0.002,0.0,,,,
150,-0.011000000000000001,-0.011000000000000001,0.002,-0.004,,,,
151,-0.01099,-0.01099,0.004,-0.004,,,,
152,-0.01098,-0.01098,0.002,0.008,,,,
153,-0.01097,-0.01097,0.01,0.012,,,,
154,-0.010960000000000001,-0.010960000000000001,-0.002,0.0,,,,
155,-0.010950000000000001,-0.010950000000000001,-0.002,0.0,,,,
156,-0.01094,-0.01094,0.016,0.0,,,,
157,-0.01093,-0.01093,0.0,-0.004,,,,
158,-0.010920000000000001,-0.010920000000000001,-0.01,0.004,,,,
159,-0.010910000000000001,-0.010910000000000001,0.004,0.004,,,,
160,-0.0109,-0.0109,0.004,0.004,,,,
161,-0.01089,-0.01089,0.004,0.0,,,,
162,-0.01088,-0.01088,0.0,0.0,,,,
163,-0.010870000000000001,-0.010870000000000001,-0.014,0.004,,,,
164,-0.01086,-0.01086,0.0,0.012,,,,
165,-0.01085,-0.01085,-0.002,0.004,,,,
166,-0.01084,-0.01084,-0.004,0.0,,,,
167,-0.010830000000000001,-0.010830000000000001,0.004,-0.004,,,,
168,-0.01082,-0.01082,-0.008,-0.004,,,,
169,-0.01081,-0.01081,0.006,0.004,,,,
170,-0.0108,-0.0108,0.002,-0.008,,,,
171,-0.010790000000000001,-0.010790000000000001,0.0,0.0,,,,
172,-0.010780000000000001,-0.010780000000000001,0.0,0.0,,,,
173,-0.01077,-0.01077,-0.008,-0.008,,,,
174,-0.01076,-0.01076,0.004,0.0,,,,
175,-0.010750000000000001,-0.010750000000000001,0.0,0.004,,,,
176,-0.010740000000000001,-0.010740000000000001,0.004,0.004,,,,
177,-0.01073,-0.01073,-0.002,-0.004,,,,
178,-0.01072,-0.01072,-0.012,0.008,,,,
179,-0.01071,-0.01071,0.002,-0.004,,,,
180,-0.010700000000000001,-0.010700000000000001,0.002,0.008,,,,
181,-0.01069,-0.01069,0.004,0.0,,,,
182,-0.01068,-0.01068,0.006,-0.004,,,,
183,-0.01067,-0.01067,-0.004,0.012,,,,
184,-0.010660000000000001,-0.010660000000000001,0.004,0.016,,,,
185,-0.01065,-0.01065,0.004,0.004,,,,
186,-0.01064,-0.01064,-0.002,0.0,,,,
187,-0.01063,-0.01063,0.002,0.0,,,,
188,-0.010620000000000001,-0.010620000000000001,0.004,0.012,,,,
189,-0.010610000000000001,-0.010610000000000001,0.0,0.008,,,,
190,-0.0106,-0.0106,0.0,0.012,,,,
191,-0.01059,-0.01059,0.004,0.008,,,,
192,-0.01058,-0.01058,0.0,0.008,,,,
193,-0.010570000000000001,-0.010570000000000001,0.01,0.004,,,,
194,-0.01056,-0.01056,0.004,0.0,,,,
195,-0.01055,-0.01055,0.014,0.012,,,,
196,-0.01054,-0.01054,0.0,0.012,,,,
197,-0.010530000000000001,-0.010530000000000001,-0.002,-0.004,,,,
198,-0.010520000000000002,-0.010520000000000002,0.008,-0.016,,,,
199,-0.01051,-0.01051,0.002,0.004,,,,
200,-0.0105,-0.0105,0.0,0.012,,,,
201,-0.010490000000000001,-0.010490000000000001,0.0,0.004,,,,
202,-0.01048,-0.01048,-0.002,0.0,,,,
203,-0.01047,-0.01047,0.006,-0.004,,,,
204,-0.01046,-0.01046,0.0,0.004,,,,
205,-0.010450000000000001,-0.010450000000000001,0.0,0.0,,,,
206,-0.010440000000000001,-0.010440000000000001,0.0,-0.004,,,,
207,-0.01043,-0.01043,0.002,0.004,,,,
208,-0.01042,-0.01042,0.008,-0.004,,,,
209,-0.01041,-0.01041,0.0,0.004,,,,
210,-0.0104,-0.0104,0.006,0.0,,,,
211,-0.01039,-0.01039,0.002,0.004,,,,
212,-0.01038,-0.01038,0.0,0.004,,,,
213,-0.01037,-0.01037,0.01,0.012,,,,
214,-0.010360000000000001,-0.010360000000000001,0.0,0.004,,,,
215,-0.010350000000000002,-0.010350000000000002,0.004,0.008,,,,
216,-0.01034,-0.01034,0.002,0.008,,,,
217,-0.01033,-0.01033,0.0,0.004,,,,
218,-0.010320000000000001,-0.010320000000000001,0.012,0.004,,,,
219,-0.01031,-0.01031,0.002,0.0,,,,
220,-0.0103,-0.0103,0.002,-0.004,,,,
221,-0.01029,-0.01029,0.004,0.0,,,,
222,-0.010280000000000001,-0.010280000000000001,0.002,0.004,,,,
223,-0.010270000000000001,-0.010270000000000001,0.01,0.0,,,,
224,-0.01026,-0.01026,0.002,-0.004,,,,
225,-0.01025,-0.01025,0.004,0.0,,,,
226,-0.01024,-0.01024,-0.002,0.004,,,,
227,-0.01023,-0.01023,0.002,0.004,,,,
228,-0.01022,-0.01022,0.004,0.0,,,,
229,-0.01021,-0.01021,-0.004,-0.004,,,,
230,-0.0102,-0.0102,0.004,-0.004,,,,
231,-0.010190000000000001,-0.010190000000000001,0.0,0.0,,,,
232,-0.010180000000000002,-0.010180000000000002,0.0,-0.004,,,,
233,-0.01017,-0.01017,-0.002,-0.004,,,,
234,-0.01016,-0.01016,0.004,0.0,,,,
235,-0.010150000000000001,-0.010150000000000001,-0.002,0.004,,,,
236,-0.01014,-0.01014,-0.004,0.004,,,,
237,-0.01013,-0.01013,0.0,-0.004,,,,
238,-0.01012,-0.01012,-0.006,0.0,,,,
239,-0.010110000000000001,-0.010110000000000001,0.002,0.004,,,,
240,-0.010100000000000001,-0.010100000000000001,0.004,0.0,,,,
241,-0.01009,-0.01009,0.004,0.0,,,,
242,-0.01008,-0.01008,0.004,0.004,,,,
243,-0.01007,-0.01007,0.006,0.004,,,,
244,-0.01006,-0.01006,-0.004,-0.004,,,,
245,-0.01005,-0.01005,-0.002,-0.04,,,,
246,-0.01004,-0.01004,-0.002,0.008,,,,
247,-0.01003,-0.01003,0.0,0.0,,,,
248,-0.010020000000000001,-0.010020000000000001,0.004,0.016,,,,
249,-0.010010000000000002,-0.010010000000000002,-0.002,0.0,,,,
250,-0.01,-0.01,0.002,0.0,,,,
251,-0.00999,-0.00999,-0.002,-0.004,,,,
252,-0.009980000000000001,-0.009980000000000001,0.0,-0.004,,,,
253,-0.00997,-0.00997,-0.008,0.0,,,,
254,-0.00996,-0.00996,0.004,0.004,,,,
255,-0.00995,-0.00995,0.004,0.008,,,,
256,-0.009940000000000001,-0.009940000000000001,0.004,0.004,,,,
257,-0.009930000000000001,-0.009930000000000001,-0.002,0.004,,,,
258,-0.00992,-0.00992,-0.002,0.004,,,,
259,-0.00991,-0.00991,0.0,0.008,,,,
260,-0.0099,-0.0099,0.002,0.004,,,,
261,-0.00989,-0.00989,0.002,0.0,,,,
262,-0.00988,-0.00988,0.0,0.0,,,,
263,-0.00987,-0.00987,-0.006,0.008,,,,
264,-0.00986,-0.00986,0.002,0.008,,,,
265,-0.009850000000000001,-0.009850000000000001,-0.002,0.0,,,,
266,-0.009840000000000002,-0.009840000000000002,-0.002,0.008,,,,
267,-0.00983,-0.00983,0.002,0.0,,,,
268,-0.00982,-0.00982,-0.006,0.012,,,,
269,-0.009810000000000001,-0.009810000000000001,0.004,0.0,,,,
270,-0.0098,-0.0098,0.004,0.0,,,,
271,-0.00979,-0.00979,0.002,0.008,,,,
272,-0.00978,-0.00978,0.002,0.0,,,,
273,-0.009770000000000001,-0.009770000000000001,-0.004,0.008,,,,
274,-0.009760000000000001,-0.009760000000000001,0.002,0.004,,,,
275,-0.00975,-0.00975,0.002,0.008,,,,
276,-0.00974,-0.00974,0.004,0.012,,,,
277,-0.00973,-0.00973,-0.002,0.004,,,,
278,-0.00972,-0.00972,0.0,-0.004,,,,
279,-0.00971,-0.00971,0.002,0.008,,,,
280,-0.0097,-0.0097,0.004,0.008,,,,
281,-0.00969,-0.00969,0.002,0.0,,,,
282,-0.009680000000000001,-0.009680000000000001,0.002,0.004,,,,
283,-0.009670000000000002,-0.009670000000000002,0.002,0.0,,,,
284,-0.00966,-0.00966,0.002,-0.008,,,,
285,-0.00965,-0.00965,0.002,0.004,,,,
286,-0.009640000000000001,-0.009640000000000001,0.008,0.0,,,,
287,-0.00963,-0.00963,0.004,0.004,,,,
288,-0.00962,-0.00962,0.004,0.0,,,,
289,-0.00961,-0.00961,0.004,0.0,,,,
290,-0.009600000000000001,-0.009600000000000001,0.002,0.0,,,,
291,-0.009590000000000001,-0.009590000000000001,0.0,0.008,,,,
292,-0.00958,-0.00958,0.0,0.004,,,,
293,-0.00957,-0.00957,0.002,-0.004,,,,
294,-0.00956,-0.00956,-0.002,0.004,,,,
295,-0.00955,-0.00955,0.0,0.012,,,,
296,-0.00954,-0.00954,0.002,-0.004,,,,
297,-0.00953,-0.00953,0.002,0.0,,,,
298,-0.00952,-0.00952,0.002,-0.004,,,,
299,-0.009510000000000001,-0.009510000000000001,0.0,0.004,,,,
300,-0.009500000000000001,-0.009500000000000001,0.002,0.008,,,,
301,-0.00949,-0.00949,0.004,0.004,,,,
302,-0.00948,-0.00948,0.0,0.0,,,,
303,-0.009470000000000001,-0.009470000000000001,0.002,0.0,,,,
304,-0.00946,-0.00946,0.004,0.0,,,,
305,-0.00945,-0.00945,0.0,0.004,,,,
306,-0.00944,-0.00944,0.004,0.004,,,,
307,-0.009430000000000001,-0.009430000000000001,0.0,0.008,,,,
308,-0.009420000000000001,-0.009420000000000001,-0.006,0.004,,,,
309,-0.00941,-0.00941,0.0,0.0,,,,
310,-0.0094,-0.0094,-0.002,-0.004,,,,
311,-0.00939,-0.00939,-0.002,-0.004,,,,
312,-0.00938,-0.00938,0.002,0.0,,,,
313,-0.00937,-0.00937,0.002,0.004,,,,
314,-0.00936,-0.00936,0.004,0.004,,,,
315,-0.00935,-0.00935,0.004,0.004,,,,
316,-0.009340000000000001,-0.009340000000000001,0.002,0.0,,,,
317,-0.009330000000000001,-0.009330000000000001,0.0,-0.004,,,,
318,-0.00932,-0.00932,-0.006,-0.004,,,,
319,-0.00931,-0.00931,0.0,0.004,,,,
320,-0.009300000000000001,-0.009300000000000001,0.004,0.004,,,,
321,-0.00929,-0.00929,0.004,0.0,,,,
322,-0.00928,-0.00928,0.006,0.004,,,,
323,-0.00927,-0.00927,-0.002,0.004,,,,
324,-0.009260000000000001,-0.009260000000000001,0.004,0.0,,,,
325,-0.009250000000000001,-0.009250000000000001,0.002,0.008,,,,
326,-0.00924,-0.00924,-0.002,0.004,,,,
327,-0.00923,-0.00923,0.0,0.004,,,,
328,-0.00922,-0.00922,-0.002,-0.004,,,,
329,-0.00921,-0.00921,0.002,0.0,,,,
330,-0.0092,-0.0092,0.0,0.0,,,,
331,-0.00919,-0.00919,0.004,0.004,,,,
332,-0.00918,-0.00918,0.002,0.0,,,,
333,-0.009170000000000001,-0.009170000000000001,0.002,0.0,,,,
334,-0.009160000000000001,-0.009160000000000001,0.002,0.012,,,,
335,-0.00915,-0.00915,0.0,0.004,,,,
336,-0.00914,-0.00914,0.002,0.0,,,,
337,-0.009130000000000001,-0.009130000000000001,0.002,0.004,,,,
338,-0.00912,-0.00912,-0.01,0.0,,,,
339,-0.00911,-0.00911,0.004,0.004,,,,
340,-0.0091,-0.0091,0.0,0.004,,,,
341,-0.00909,-0.00909,-0.002,0.0,,,,
342,-0.009080000000000001,-0.009080000000000001,-0.006,0.0,,,,
343,-0.00907,-0.00907,-0.01,0.0,,,,
344,-0.00906,-0.00906,-0.002,0.0,,,,
345,-0.00905,-0.00905,0.008,0.012,,,,
346,-0.00904,-0.00904,0.0,0.012,,,,
347,-0.00903,-0.00903,0.004,0.004,,,,
348,-0.00902,-0.00902,-0.012,0.004,,,,
349,-0.00901,-0.00901,0.004,0.016,,,,
350,-0.009000000000000001,-0.009000000000000001,0.0,0.008,,,,
351,-0.008990000000000001,-0.008990000000000001,0.0,0.004,,,,
352,-0.00898,-0.00898,0.0,0.004,,,,
353,-0.00897,-0.00897,0.004,0.0,,,,
354,-0.008960000000000001,-0.008960000000000001,-0.002,0.004,,,,
355,-0.00895,-0.00895,0.002,0.012,,,,
356,-0.00894,-0.00894,0.0,0.008,,,,
357,-0.00893,-0.00893,0.0,0.004,,,,
358,-0.00892,-0.00892,0.008,0.004,,,,
359,-0.008910000000000001,-0.008910000000000001,0.0,0.0,,,,
360,-0.0089,-0.0089,0.0,0.012,,,,
361,-0.00889,-0.00889,-0.002,0.004,,,,
362,-0.00888,-0.00888,0.004,0.004,,,,
363,-0.00887,-0.00887,0.016,0.0,,,,
364,-0.00886,-0.00886,0.004,0.004,,,,
