,Datos,Tiempo
0,-0.005,-0.031200000000000002
1,-0.0049960000000000004,-0.028800000000000003
2,-0.004992,-0.024
3,-0.004988,-0.0256
4,-0.004984,-0.0224
5,-0.00498,-0.023200000000000002
6,-0.004976,-0.023200000000000002
7,-0.004972,-0.028
8,-0.004968,-0.023200000000000002
9,-0.0049640000000000005,-0.02
10,-0.00496,-0.024
11,-0.004956,-0.0216
12,-0.004952,-0.0184
13,-0.004948,-0.019200000000000002
14,-0.0049440000000000005,-0.0224
15,-0.00494,-0.019200000000000002
16,-0.004936,-0.02
17,-0.004932,-0.02
18,-0.004928,-0.02
19,-0.004924,-0.016
20,-0.00492,-0.013600000000000001
21,-0.004916,-0.0184
22,-0.004912,-0.016800000000000002
23,-0.004908,-0.016
24,-0.004904,-0.016
25,-0.0049,-0.0176
26,-0.004896,-0.014400000000000001
27,-0.0048920000000000005,-0.0152
28,-0.004888,-0.014400000000000001
29,-0.004884,-0.0128
30,-0.00488,-0.0128
31,-0.004876,-0.0088
32,-0.0048720000000000005,-0.014400000000000001
33,-0.004868,-0.012
34,-0.004864,-0.0112
35,-0.00486,-0.009600000000000001
36,-0.004856,-0.0128
37,-0.004852,-0.0128
38,-0.004848,-0.0112
39,-0.004844,-0.0112
40,-0.0048400000000000006,-0.0088
41,-0.004836,-0.013600000000000001
42,-0.004832,-0.009600000000000001
43,-0.004828,-0.010400000000000001
44,-0.004824,-0.008
45,-0.0048200000000000005,-0.008
46,-0.004816,-0.008
47,-0.004812,-0.0056
48,-0.004808,-0.010400000000000001
49,-0.004804,-0.0088
50,-0.0048000000000000004,-0.008
51,-0.004796,-0.007200000000000001
52,-0.004792,-0.0064
53,-0.004788,-0.007200000000000001
54,-0.004784,-0.010400000000000001
55,-0.00478,-0.0088
56,-0.004776,-0.0024000000000000002
57,-0.004772,-0.004
58,-0.004768,-0.0088
59,-0.004764,-0.0064
60,-0.00476,-0.0064
61,-0.004756,-0.0056
62,-0.004752,-0.0048000000000000004
63,-0.0047480000000000005,-0.0016
64,-0.004744,-0.010400000000000001
65,-0.00474,-0.012
66,-0.004736,-0.009600000000000001
67,-0.004732,-0.009600000000000001
68,-0.004728,-0.007200000000000001
69,-0.004724,-0.009600000000000001
70,-0.00472,-0.0088
71,-0.004716,-0.009600000000000001
72,-0.004712,-0.009600000000000001
73,-0.004708,-0.008
74,-0.004704,-0.0056
75,-0.0047,-0.007200000000000001
76,-0.0046960000000000005,-0.010400000000000001
77,-0.004692,-0.0064
78,-0.004688,-0.0064
79,-0.004684,-0.008
80,-0.00468,-0.004
81,-0.0046760000000000005,-0.0048000000000000004
82,-0.004672,-0.0048000000000000004
83,-0.004668,-0.0056
84,-0.004664,-0.0056
85,-0.00466,-0.007200000000000001
86,-0.004656,-0.004
87,-0.004652,-0.0056
88,-0.004648,-0.0024000000000000002
89,-0.0046440000000000006,-0.0024000000000000002
90,-0.00464,-0.0048000000000000004
91,-0.004636,-0.004
92,-0.004632,-0.0056
93,-0.004628,-0.0024000000000000002
94,-0.0046240000000000005,-0.0048000000000000004
95,-0.00462,-0.0064
96,-0.004616,0.0
97,-0.004612,-0.0024000000000000002
98,-0.004608,0.0
99,-0.0046040000000000005,-0.0024000000000000002
100,-0.0046,-0.004
101,-0.004596,-0.0048000000000000004
102,-0.004592,0.0
103,-0.004588,-0.0008
104,-0.004584,-0.0008
105,-0.00458,-0.0032
106,-0.004576,0.0024000000000000002
107,-0.004572,0.0
108,-0.004568,-0.0056
109,-0.004564,-0.0024000000000000002
110,-0.00456,-0.0048000000000000004
111,-0.004556,-0.004
112,-0.0045520000000000005,-0.0064
113,-0.004548,-0.0064
114,-0.004544,-0.008
115,-0.00454,-0.010400000000000001
116,-0.004536,-0.008
117,-0.0045320000000000004,-0.008
118,-0.004528,-0.0088
119,-0.004524,-0.007200000000000001
120,-0.00452,-0.012
121,-0.004516,-0.007200000000000001
122,-0.004512,-0.012
123,-0.004508,-0.0088
124,-0.004504,-0.008
125,-0.0045000000000000005,-0.013600000000000001
126,-0.004496,-0.009600000000000001
127,-0.004492,-0.0128
128,-0.004488,-0.010400000000000001
129,-0.004484,-0.0064
130,-0.0044800000000000005,-0.0112
131,-0.004476,-0.008
132,-0.004472,-0.0088
133,-0.004468,-0.007200000000000001
134,-0.004464,-0.009600000000000001
135,-0.00446,-0.009600000000000001
136,-0.004456,-0.0048000000000000004
137,-0.004452,-0.0056
138,-0.0044480000000000006,-0.0088
139,-0.004444,-0.010400000000000001
140,-0.00444,-0.004
141,-0.004436,-0.008
142,-0.004432,-0.007200000000000001
143,-0.004428,-0.0064
144,-0.004424,-0.009600000000000001
145,-0.00442,-0.0112
146,-0.004416,-0.0128
147,-0.004412,-0.009600000000000001
148,-0.0044080000000000005,-0.010400000000000001
149,-0.004404,-0.007200000000000001
150,-0.0044,-0.008
151,-0.004396000000000001,-0.0056
152,-0.004392,-0.012
153,-0.004388,-0.007200000000000001
154,-0.004384,-0.0048000000000000004
155,-0.00438,-0.007200000000000001
156,-0.004376,-0.0064
157,-0.004372,-0.0064
158,-0.004368,-0.0048000000000000004
159,-0.004364,-0.007200000000000001
160,-0.00436,-0.008
161,-0.0043560000000000005,-0.007200000000000001
162,-0.004352,-0.0048000000000000004
163,-0.004348,-0.004
164,-0.004344,-0.0048000000000000004
165,-0.00434,-0.0056
166,-0.0043360000000000004,-0.012
167,-0.004332,-0.0064
168,-0.004328,-0.004
169,-0.004324,-0.0048000000000000004
170,-0.00432,-0.004
171,-0.004316,-0.0032
172,-0.004312,-0.0024000000000000002
173,-0.004308,-0.004
174,-0.0043040000000000005,-0.0056
175,-0.0043,-0.0048000000000000004
176,-0.004296,-0.004
177,-0.004292,-0.004
178,-0.004288,-0.0032
179,-0.0042840000000000005,0.0008
180,-0.00428,-0.0016
181,-0.004276,-0.0016
182,-0.004272,-0.0056
183,-0.004268,-0.0048000000000000004
184,-0.004264,-0.0032
185,-0.00426,-0.0024000000000000002
186,-0.004256,-0.0064
187,-0.004252000000000001,-0.010400000000000001
188,-0.004248,-0.007200000000000001
189,-0.004244,-0.007200000000000001
190,-0.00424,-0.0056
191,-0.004236,-0.0056
192,-0.004232,-0.0064
193,-0.004228,-0.0056
194,-0.004224,-0.010400000000000001
195,-0.00422,-0.0064
196,-0.004216,-0.0048000000000000004
197,-0.0042120000000000005,-0.0024000000000000002
198,-0.004208,-0.0048000000000000004
199,-0.004204,-0.007200000000000001
200,-0.004200000000000001,-0.0032
201,-0.004196,-0.004
202,-0.004192,-0.0064
203,-0.004188,-0.0064
204,-0.004184,-0.0088
205,-0.00418,-0.0064
206,-0.004176,-0.0088
207,-0.004172,-0.0112
208,-0.004168,-0.009600000000000001
209,-0.004164,-0.0112
210,-0.0041600000000000005,-0.010400000000000001
211,-0.004156,-0.0048000000000000004
212,-0.004152,-0.0048000000000000004
213,-0.004148,-0.009600000000000001
214,-0.004144,-0.009600000000000001
215,-0.0041400000000000005,-0.0064
216,-0.004136,-0.0176
217,-0.004132,-0.019200000000000002
218,-0.004128,-0.019200000000000002
219,-0.004124,-0.0216
220,-0.00412,-0.014400000000000001
221,-0.004116,-0.0128
222,-0.004112,-0.016800000000000002
223,-0.0041080000000000005,-0.012
224,-0.004104,-0.0152
225,-0.0041,-0.014400000000000001
226,-0.004096,-0.0128
227,-0.004092,-0.0112
228,-0.0040880000000000005,-0.0128
229,-0.004084,-0.014400000000000001
230,-0.00408,-0.0152
231,-0.004076,-0.0152
232,-0.004072,-0.013600000000000001
233,-0.0040680000000000004,-0.0128
234,-0.004064,-0.009600000000000001
235,-0.00406,-0.0112
236,-0.004056000000000001,-0.012
237,-0.004052,-0.008
238,-0.004048,-0.0112
239,-0.004044,-0.0128
240,-0.00404,-0.0088
241,-0.0040360000000000005,-0.0088
242,-0.004032,-0.010400000000000001
243,-0.004028,-0.010400000000000001
244,-0.004024,-0.010400000000000001
245,-0.00402,-0.0088
246,-0.0040160000000000005,-0.008
247,-0.004012,-0.009600000000000001
248,-0.004008,-0.009600000000000001
249,-0.004004000000000001,-0.009600000000000001
250,-0.004,-0.007200000000000001
251,-0.003996,-0.007200000000000001
252,-0.003992,-0.0088
253,-0.003988,-0.0056
254,-0.003984,-0.007200000000000001
255,-0.00398,-0.0048000000000000004
256,-0.003976,-0.0064
257,-0.003972,-0.0056
258,-0.003968,-0.0056
259,-0.0039640000000000005,-0.007200000000000001
260,-0.00396,-0.0064
261,-0.003956,-0.004
262,-0.003952000000000001,-0.0024000000000000002
263,-0.003948,-0.0032
264,-0.0039440000000000005,-0.0024000000000000002
