,Datos,Tiempo,Tiempo de integración [ms]
0,-0.0125,-0.028,2.5
1,-0.012490000000000001,-0.0264,2.5
2,-0.012480000000000002,-0.0256,2.5
3,-0.01247,-0.0256,2.5
4,-0.01246,-0.024,2.5
5,-0.012450000000000001,-0.024,2.5
6,-0.012440000000000001,-0.024800000000000003,2.5
7,-0.01243,-0.020800000000000003,2.5
8,-0.01242,-0.02,2.5
9,-0.012410000000000001,-0.0176,2.5
10,-0.012400000000000001,-0.016800000000000002,2.5
11,-0.01239,-0.024,2.5
12,-0.01238,-0.0216,2.5
13,-0.01237,-0.024800000000000003,2.5
14,-0.012360000000000001,-0.024800000000000003,2.5
15,-0.01235,-0.0256,2.5
16,-0.01234,-0.024,2.5
17,-0.01233,-0.0224,2.5
18,-0.012320000000000001,-0.0224,2.5
19,-0.012310000000000001,-0.0224,2.5
20,-0.0123,-0.0224,2.5
21,-0.01229,-0.0184,2.5
22,-0.012280000000000001,-0.0176,2.5
23,-0.012270000000000001,-0.0216,2.5
24,-0.01226,-0.0216,2.5
25,-0.01225,-0.02,2.5
26,-0.012240000000000001,-0.0224,2.5
27,-0.012230000000000001,-0.027200000000000002,2.5
28,-0.01222,-0.024,2.5
29,-0.01221,-0.023200000000000002,2.5
30,-0.0122,-0.02,2.5
31,-0.012190000000000001,-0.02,2.5
32,-0.01218,-0.02,2.5
33,-0.01217,-0.0176,2.5
34,-0.01216,-0.0152,2.5
35,-0.012150000000000001,-0.014400000000000001,2.5
36,-0.012140000000000001,-0.024,2.5
37,-0.01213,-0.0256,2.5
38,-0.01212,-0.0256,2.5
39,-0.012110000000000001,-0.0256,2.5
40,-0.012100000000000001,-0.02,2.5
41,-0.01209,-0.020800000000000003,2.5
42,-0.01208,-0.020800000000000003,2.5
43,-0.01207,-0.02,2.5
44,-0.012060000000000001,-0.02,2.5
45,-0.01205,-0.02,2.5
46,-0.01204,-0.019200000000000002,2.5
47,-0.01203,-0.0184,2.5
48,-0.012020000000000001,-0.014400000000000001,2.5
49,-0.01201,-0.014400000000000001,2.5
50,-0.012,-0.014400000000000001,2.5
51,-0.01199,-0.0152,2.5
52,-0.011980000000000001,-0.016,2.5
53,-0.011970000000000001,-0.0128,2.5
54,-0.01196,-0.0128,2.5
55,-0.01195,-0.012,2.5
56,-0.011940000000000001,-0.0128,2.5
57,-0.011930000000000001,-0.0152,2.5
58,-0.01192,-0.0176,2.5
59,-0.01191,-0.014400000000000001,2.5
60,-0.0119,-0.013600000000000001,2.5
61,-0.011890000000000001,-0.0176,2.5
62,-0.01188,-0.016800000000000002,2.5
63,-0.01187,-0.016,2.5
64,-0.01186,-0.0176,2.5
65,-0.011850000000000001,-0.019200000000000002,2.5
66,-0.01184,-0.0176,2.5
67,-0.01183,-0.0176,2.5
68,-0.01182,-0.0176,2.5
69,-0.011810000000000001,-0.02,2.5
70,-0.011800000000000001,-0.0176,2.5
71,-0.01179,-0.0184,2.5
72,-0.01178,-0.014400000000000001,2.5
73,-0.011770000000000001,-0.0112,2.5
74,-0.011760000000000001,-0.020800000000000003,2.5
75,-0.01175,-0.024,2.5
76,-0.01174,-0.0264,2.5
77,-0.01173,-0.0256,2.5
78,-0.011720000000000001,-0.023200000000000002,2.5
79,-0.01171,-0.023200000000000002,2.5
80,-0.0117,-0.0216,2.5
81,-0.01169,-0.019200000000000002,2.5
82,-0.011680000000000001,-0.02,2.5
83,-0.01167,-0.0216,2.5
84,-0.01166,-0.019200000000000002,2.5
85,-0.01165,-0.0176,2.5
86,-0.011640000000000001,-0.016800000000000002,2.5
87,-0.011630000000000001,-0.016800000000000002,2.5
88,-0.01162,-0.0152,2.5
89,-0.01161,-0.014400000000000001,2.5
90,-0.011600000000000001,-0.0176,2.5
91,-0.011590000000000001,-0.016,2.5
92,-0.01158,-0.0152,2.5
93,-0.01157,-0.020800000000000003,2.5
94,-0.01156,-0.020800000000000003,2.5
95,-0.011550000000000001,-0.028800000000000003,2.5
96,-0.01154,-0.027200000000000002,2.5
97,-0.01153,-0.0264,2.5
98,-0.01152,-0.0256,2.5
99,-0.011510000000000001,-0.020800000000000003,2.5
100,-0.0115,-0.02,2.5
101,-0.01149,-0.0176,2.5
102,-0.01148,-0.019200000000000002,2.5
103,-0.011470000000000001,-0.019200000000000002,2.5
104,-0.011460000000000001,-0.02,2.5
105,-0.01145,-0.0264,2.5
106,-0.01144,-0.023200000000000002,2.5
107,-0.011430000000000001,-0.0216,2.5
108,-0.011420000000000001,-0.02,2.5
109,-0.01141,-0.02,2.5
110,-0.0114,-0.02,2.5
111,-0.01139,-0.019200000000000002,2.5
112,-0.011380000000000001,-0.016800000000000002,2.5
113,-0.01137,-0.0176,2.5
114,-0.01136,-0.016800000000000002,2.5
115,-0.01135,-0.016,2.5
116,-0.011340000000000001,-0.013600000000000001,2.5
117,-0.01133,-0.0152,2.5
118,-0.01132,-0.0176,2.5
119,-0.01131,-0.016,2.5
120,-0.011300000000000001,-0.0176,2.5
121,-0.011290000000000001,-0.0152,2.5
122,-0.01128,-0.0184,2.5
123,-0.01127,-0.02,2.5
124,-0.011260000000000001,-0.019200000000000002,2.5
125,-0.011250000000000001,-0.019200000000000002,2.5
126,-0.01124,-0.0176,2.5
127,-0.01123,-0.0128,2.5
128,-0.01122,-0.0176,2.5
129,-0.011210000000000001,-0.0176,2.5
130,-0.0112,-0.016800000000000002,2.5
131,-0.01119,-0.0216,2.5
132,-0.01118,-0.020800000000000003,2.5
133,-0.011170000000000001,-0.02,2.5
134,-0.01116,-0.02,2.5
135,-0.01115,-0.027200000000000002,2.5
136,-0.01114,-0.0264,2.5
137,-0.011130000000000001,-0.023200000000000002,2.5
138,-0.011120000000000001,-0.023200000000000002,2.5
139,-0.01111,-0.0264,2.5
140,-0.0111,-0.027200000000000002,2.5
141,-0.011090000000000001,-0.0256,2.5
142,-0.011080000000000001,-0.027200000000000002,2.5
143,-0.01107,-0.024800000000000003,2.5
144,-0.01106,-0.0264,2.5
145,-0.01105,-0.0264,2.5
146,-0.011040000000000001,-0.024800000000000003,2.5
147,-0.01103,-0.024800000000000003,2.5
148,-0.01102,-0.023200000000000002,2.5
149,-0.01101,-0.020800000000000003,2.5
150,-0.011000000000000001,-0.031200000000000002,2.5
151,-0.01099,-0.0304,2.5
152,-0.01098,-0.0304,2.5
153,-0.01097,-0.0296,2.5
154,-0.010960000000000001,-0.0264,2.5
155,-0.010950000000000001,-0.023200000000000002,2.5
156,-0.01094,-0.023200000000000002,2.5
