,Datos,Tiempo
0,-0.00125,-0.023200000000000002
1,-0.0012490000000000001,-0.024
2,-0.001248,-0.024800000000000003
3,-0.001247,-0.0216
4,-0.001246,-0.024
5,-0.001245,-0.023200000000000002
6,-0.001244,-0.024800000000000003
7,-0.001243,-0.0256
8,-0.001242,-0.0224
9,-0.0012410000000000001,-0.020800000000000003
10,-0.00124,-0.023200000000000002
11,-0.001239,-0.023200000000000002
12,-0.001238,-0.0264
13,-0.001237,-0.0256
14,-0.0012360000000000001,-0.024
15,-0.001235,-0.0216
16,-0.001234,-0.02
17,-0.001233,-0.023200000000000002
18,-0.001232,-0.0216
19,-0.001231,-0.02
20,-0.00123,-0.024800000000000003
21,-0.001229,-0.0224
22,-0.001228,-0.0216
23,-0.001227,-0.02
24,-0.001226,-0.019200000000000002
25,-0.001225,-0.0256
26,-0.001224,-0.023200000000000002
27,-0.0012230000000000001,-0.024800000000000003
28,-0.001222,-0.023200000000000002
29,-0.001221,-0.02
30,-0.00122,-0.02
31,-0.001219,-0.0224
32,-0.0012180000000000001,-0.024800000000000003
33,-0.001217,-0.024800000000000003
34,-0.001216,-0.024
35,-0.001215,-0.019200000000000002
36,-0.001214,-0.0224
37,-0.001213,-0.0176
38,-0.001212,-0.020800000000000003
39,-0.001211,-0.023200000000000002
40,-0.0012100000000000001,-0.020800000000000003
41,-0.001209,-0.023200000000000002
42,-0.001208,-0.0184
43,-0.001207,-0.02
44,-0.001206,-0.020800000000000003
45,-0.0012050000000000001,-0.02
46,-0.001204,-0.023200000000000002
47,-0.001203,-0.02
48,-0.001202,-0.0176
49,-0.001201,-0.019200000000000002
50,-0.0012000000000000001,-0.019200000000000002
51,-0.001199,-0.02
52,-0.001198,-0.02
53,-0.001197,-0.02
54,-0.001196,-0.0216
55,-0.001195,-0.016
56,-0.001194,-0.0184
57,-0.001193,-0.02
58,-0.001192,-0.020800000000000003
59,-0.001191,-0.0216
60,-0.00119,-0.0184
61,-0.001189,-0.014400000000000001
62,-0.001188,-0.0184
63,-0.0011870000000000001,-0.014400000000000001
64,-0.001186,-0.0216
65,-0.001185,-0.0184
66,-0.001184,-0.02
67,-0.001183,-0.0184
68,-0.001182,-0.014400000000000001
69,-0.001181,-0.0176
70,-0.00118,-0.0176
71,-0.001179,-0.02
72,-0.001178,-0.0176
73,-0.001177,-0.0184
74,-0.001176,-0.0176
75,-0.001175,-0.016800000000000002
76,-0.0011740000000000001,-0.0176
77,-0.001173,-0.016800000000000002
78,-0.001172,-0.0176
79,-0.001171,-0.016800000000000002
80,-0.00117,-0.016800000000000002
81,-0.0011690000000000001,-0.016
82,-0.001168,-0.0152
83,-0.001167,-0.0176
84,-0.001166,-0.016
85,-0.001165,-0.019200000000000002
86,-0.001164,-0.0184
87,-0.001163,-0.0184
88,-0.001162,-0.016
89,-0.0011610000000000001,-0.012
90,-0.00116,-0.016
91,-0.001159,-0.0216
92,-0.001158,-0.019200000000000002
93,-0.001157,-0.0176
94,-0.0011560000000000001,-0.013600000000000001
95,-0.001155,-0.014400000000000001
96,-0.001154,-0.0152
97,-0.001153,-0.0176
98,-0.001152,-0.019200000000000002
99,-0.0011510000000000001,-0.016800000000000002
100,-0.00115,-0.0152
101,-0.001149,-0.016800000000000002
102,-0.001148,-0.0176
103,-0.001147,-0.016800000000000002
104,-0.001146,-0.0176
105,-0.001145,-0.016
106,-0.001144,-0.0176
107,-0.001143,-0.016800000000000002
108,-0.001142,-0.0128
109,-0.001141,-0.014400000000000001
110,-0.00114,-0.0128
111,-0.001139,-0.016
112,-0.0011380000000000001,-0.0176
113,-0.001137,-0.0176
114,-0.001136,-0.0128
115,-0.001135,-0.0112
116,-0.001134,-0.012
117,-0.0011330000000000001,-0.014400000000000001
118,-0.001132,-0.016800000000000002
119,-0.001131,-0.0152
120,-0.00113,-0.016800000000000002
121,-0.001129,-0.013600000000000001
122,-0.001128,-0.014400000000000001
123,-0.001127,-0.0128
124,-0.001126,-0.013600000000000001
125,-0.0011250000000000001,-0.0152
126,-0.001124,-0.0152
127,-0.001123,-0.0152
128,-0.001122,-0.014400000000000001
129,-0.001121,-0.013600000000000001
130,-0.0011200000000000001,-0.013600000000000001
131,-0.001119,-0.016
132,-0.001118,-0.016
133,-0.001117,-0.0184
134,-0.001116,-0.013600000000000001
135,-0.001115,-0.013600000000000001
136,-0.001114,-0.014400000000000001
137,-0.001113,-0.016
138,-0.0011120000000000001,-0.016800000000000002
139,-0.001111,-0.0152
140,-0.00111,-0.0152
141,-0.001109,-0.013600000000000001
142,-0.001108,-0.0112
143,-0.001107,-0.014400000000000001
144,-0.001106,-0.0152
145,-0.001105,-0.0152
146,-0.001104,-0.0128
147,-0.001103,-0.012
148,-0.0011020000000000001,-0.014400000000000001
149,-0.001101,-0.014400000000000001
150,-0.0011,-0.012
151,-0.0010990000000000002,-0.013600000000000001
152,-0.001098,-0.0112
153,-0.001097,-0.0112
154,-0.001096,-0.013600000000000001
155,-0.001095,-0.012
156,-0.001094,-0.014400000000000001
157,-0.001093,-0.012
158,-0.001092,-0.012
159,-0.001091,-0.0128
160,-0.00109,-0.010400000000000001
161,-0.0010890000000000001,-0.016800000000000002
162,-0.001088,-0.012
163,-0.001087,-0.016
164,-0.001086,-0.0152
165,-0.001085,-0.0088
166,-0.0010840000000000001,-0.010400000000000001
167,-0.001083,-0.0112
168,-0.001082,-0.012
169,-0.001081,-0.014400000000000001
170,-0.00108,-0.012
171,-0.001079,-0.0128
172,-0.001078,-0.010400000000000001
173,-0.001077,-0.016
174,-0.0010760000000000001,-0.016
175,-0.001075,-0.016
176,-0.001074,-0.016
177,-0.001073,-0.016
178,-0.001072,-0.0152
179,-0.0010710000000000001,-0.016
180,-0.00107,-0.0152
181,-0.001069,-0.0152
182,-0.001068,-0.013600000000000001
183,-0.001067,-0.016800000000000002
184,-0.001066,-0.016800000000000002
185,-0.001065,-0.0152
186,-0.001064,-0.016800000000000002
187,-0.0010630000000000001,-0.014400000000000001
188,-0.001062,-0.0128
189,-0.001061,-0.0176
190,-0.00106,-0.0184
191,-0.001059,-0.0184
192,-0.001058,-0.016800000000000002
193,-0.001057,-0.0152
194,-0.001056,-0.0152
195,-0.001055,-0.013600000000000001
196,-0.001054,-0.013600000000000001
197,-0.0010530000000000001,-0.0176
198,-0.001052,-0.016800000000000002
199,-0.001051,-0.016800000000000002
200,-0.0010500000000000002,-0.012
201,-0.001049,-0.012
202,-0.001048,-0.010400000000000001
203,-0.001047,-0.014400000000000001
204,-0.001046,-0.0176
205,-0.001045,-0.014400000000000001
206,-0.001044,-0.0176
207,-0.001043,-0.013600000000000001
208,-0.001042,-0.012
209,-0.001041,-0.016
210,-0.0010400000000000001,-0.014400000000000001
211,-0.001039,-0.0128
212,-0.001038,-0.016800000000000002
213,-0.001037,-0.016
214,-0.001036,-0.016
215,-0.0010350000000000001,-0.010400000000000001
216,-0.001034,-0.0128
217,-0.001033,-0.013600000000000001
218,-0.001032,-0.010400000000000001
219,-0.001031,-0.013600000000000001
220,-0.00103,-0.013600000000000001
