,Datos,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica
0,-0.05,-0.02,10.0,50.0,0.0
1,-0.049960000000000004,-0.0264,,,
2,-0.049920000000000006,-0.0264,,,
3,-0.04988,-0.024800000000000003,,,
4,-0.04984,-0.02,,,
5,-0.049800000000000004,-0.0184,,,
6,-0.049760000000000006,-0.012,,,
7,-0.04972,-0.0088,,,
8,-0.04968,-0.009600000000000001,,,
9,-0.049640000000000004,-0.0088,,,
10,-0.049600000000000005,-0.0088,,,
11,-0.04956,-0.013600000000000001,,,
12,-0.04952,-0.009600000000000001,,,
13,-0.04948,-0.013600000000000001,,,
14,-0.049440000000000005,-0.0152,,,
15,-0.0494,-0.0216,,,
16,-0.04936,-0.014400000000000001,,,
17,-0.04932,-0.013600000000000001,,,
18,-0.049280000000000004,-0.0216,,,
19,-0.049240000000000006,-0.0176,,,
20,-0.0492,-0.014400000000000001,,,
21,-0.04916,-0.013600000000000001,,,
22,-0.049120000000000004,-0.012,,,
23,-0.049080000000000006,-0.009600000000000001,,,
24,-0.04904,-0.0216,,,
25,-0.049,-0.038400000000000004,,,
26,-0.048960000000000004,-0.033600000000000005,,,
27,-0.048920000000000005,-0.024,,,
28,-0.04888,-0.020800000000000003,,,
29,-0.04884,-0.020800000000000003,,,
30,-0.0488,-0.024800000000000003,,,
31,-0.048760000000000005,-0.019200000000000002,,,
32,-0.04872,-0.0392,,,
33,-0.04868,-0.0392,,,
34,-0.04864,-0.0424,,,
35,-0.048600000000000004,-0.0352,,,
36,-0.048560000000000006,-0.028800000000000003,,,
37,-0.04852,-0.031200000000000002,,,
38,-0.04848,-0.0304,,,
39,-0.048440000000000004,-0.0368,,,
40,-0.048400000000000006,-0.0264,,,
41,-0.04836,-0.0216,,,
42,-0.04832,-0.019200000000000002,,,
43,-0.04828,-0.016800000000000002,,,
44,-0.048240000000000005,-0.013600000000000001,,,
45,-0.0482,-0.016800000000000002,,,
46,-0.04816,-0.019200000000000002,,,
47,-0.04812,-0.0256,,,
48,-0.048080000000000005,-0.019200000000000002,,,
49,-0.04804,-0.02,,,
50,-0.048,-0.0184,,,
51,-0.04796,-0.014400000000000001,,,
52,-0.047920000000000004,-0.010400000000000001,,,
53,-0.047880000000000006,-0.007200000000000001,,,
54,-0.04784,-0.014400000000000001,,,
55,-0.0478,-0.012,,,
56,-0.047760000000000004,-0.0176,,,
57,-0.047720000000000005,-0.014400000000000001,,,
58,-0.04768,-0.019200000000000002,,,
59,-0.04764,-0.0184,,,
60,-0.0476,-0.028,,,
61,-0.047560000000000005,-0.024800000000000003,,,
62,-0.04752,-0.016800000000000002,,,
63,-0.04748,-0.014400000000000001,,,
64,-0.04744,-0.0184,,,
65,-0.047400000000000005,-0.016,,,
66,-0.04736,-0.0176,,,
67,-0.04732,-0.0128,,,
68,-0.04728,-0.010400000000000001,,,
69,-0.047240000000000004,-0.019200000000000002,,,
70,-0.047200000000000006,-0.0184,,,
71,-0.04716,-0.016800000000000002,,,
72,-0.04712,-0.012,,,
73,-0.047080000000000004,-0.016,,,
74,-0.047040000000000005,-0.028,,,
75,-0.047,-0.032,,,
76,-0.04696,-0.0256,,,
77,-0.04692,-0.024800000000000003,,,
78,-0.046880000000000005,-0.023200000000000002,,,
79,-0.04684,-0.024800000000000003,,,
80,-0.0468,-0.027200000000000002,,,
81,-0.04676,-0.027200000000000002,,,
82,-0.046720000000000005,-0.020800000000000003,,,
83,-0.04668,-0.0256,,,
84,-0.04664,-0.016800000000000002,,,
85,-0.0466,-0.0368,,,
86,-0.046560000000000004,-0.0344,,,
87,-0.046520000000000006,-0.032,,,
88,-0.04648,-0.033600000000000005,,,
89,-0.04644,-0.0256,,,
90,-0.046400000000000004,-0.0256,,,
91,-0.046360000000000005,-0.024800000000000003,,,
92,-0.04632,-0.052000000000000005,,,
93,-0.04628,-0.0472,,,
94,-0.04624,-0.036000000000000004,,,
95,-0.046200000000000005,-0.0328,,,
96,-0.04616,-0.027200000000000002,,,
97,-0.04612,-0.0376,,,
98,-0.04608,-0.0584,,,
99,-0.046040000000000005,-0.054400000000000004,,,
100,-0.046,-0.0424,,,
101,-0.04596,-0.0528,,,
102,-0.04592,-0.044000000000000004,,,
103,-0.045880000000000004,-0.044000000000000004,,,
104,-0.045840000000000006,-0.0352,,,
105,-0.0458,-0.0296,,,
106,-0.04576,-0.028800000000000003,,,
107,-0.045720000000000004,-0.024,,,
108,-0.045680000000000005,-0.0224,,,
109,-0.04564,-0.023200000000000002,,,
110,-0.0456,-0.032,,,
111,-0.04556,-0.027200000000000002,,,
112,-0.045520000000000005,-0.024800000000000003,,,
113,-0.04548,-0.023200000000000002,,,
114,-0.04544,-0.023200000000000002,,,
115,-0.0454,-0.0408,,,
116,-0.045360000000000004,-0.0408,,,
117,-0.04532,-0.0392,,,
118,-0.04528,-0.031200000000000002,,,
119,-0.04524,-0.0352,,,
120,-0.045200000000000004,-0.033600000000000005,,,
121,-0.045160000000000006,-0.027200000000000002,,,
122,-0.04512,-0.023200000000000002,,,
123,-0.04508,-0.024800000000000003,,,
124,-0.045040000000000004,-0.0184,,,
125,-0.045000000000000005,-0.0176,,,
126,-0.04496,-0.02,,,
127,-0.04492,-0.038400000000000004,,,
128,-0.04488,-0.028800000000000003,,,
129,-0.044840000000000005,-0.0216,,,
130,-0.0448,-0.020800000000000003,,,
131,-0.04476,-0.02,,,
132,-0.04472,-0.0184,,,
133,-0.044680000000000004,-0.024,,,
134,-0.04464,-0.020800000000000003,,,
135,-0.0446,-0.031200000000000002,,,
136,-0.04456,-0.0456,,,
137,-0.044520000000000004,-0.056,,,
138,-0.044480000000000006,-0.046400000000000004,,,
139,-0.04444,-0.0456,,,
140,-0.0444,-0.033600000000000005,,,
