,Datos,Tiempo,Tiempo de integración [ms]
0,-0.005,-0.0088,1
1,-0.0049960000000000004,-0.009600000000000001,1
2,-0.004992,-0.0112,1
3,-0.004988,-0.007200000000000001,1
4,-0.004984,-0.004,1
5,-0.00498,-0.0048000000000000004,1
6,-0.004976,-0.007200000000000001,1
7,-0.004972,-0.008,1
8,-0.004968,-0.0448,1
9,-0.0049640000000000005,-0.0432,1
10,-0.00496,-0.041600000000000005,1
11,-0.004956,-0.041600000000000005,1
12,-0.004952,-0.0392,1
13,-0.004948,-0.0648,1
14,-0.0049440000000000005,-0.0632,1
15,-0.00494,-0.0616,1
16,-0.004936,-0.057600000000000005,1
17,-0.004932,-0.0584,1
18,-0.004928,-0.0632,1
19,-0.004924,-0.0632,1
20,-0.00492,-0.0608,1
21,-0.004916,-0.0568,1
22,-0.004912,-0.057600000000000005,1
23,-0.004908,-0.055200000000000006,1
24,-0.004904,-0.0592,1
25,-0.0049,-0.0616,1
26,-0.004896,-0.0592,1
27,-0.0048920000000000005,-0.0584,1
28,-0.004888,-0.0536,1
29,-0.004884,-0.055200000000000006,1
30,-0.00488,-0.057600000000000005,1
31,-0.004876,-0.0488,1
32,-0.0048720000000000005,-0.0512,1
33,-0.004868,-0.0512,1
34,-0.004864,-0.0504,1
35,-0.00486,-0.049600000000000005,1
36,-0.004856,-0.049600000000000005,1
37,-0.004852,-0.0472,1
38,-0.004848,-0.049600000000000005,1
39,-0.004844,-0.044000000000000004,1
40,-0.0048400000000000006,-0.0424,1
41,-0.004836,-0.044000000000000004,1
42,-0.004832,-0.044000000000000004,1
43,-0.004828,-0.0432,1
44,-0.004824,-0.04,1
45,-0.0048200000000000005,-0.0392,1
46,-0.004816,-0.0392,1
47,-0.004812,-0.038400000000000004,1
48,-0.004808,-0.0352,1
49,-0.004804,-0.038400000000000004,1
50,-0.0048000000000000004,-0.036000000000000004,1
51,-0.004796,-0.0368,1
52,-0.004792,-0.0392,1
53,-0.004788,-0.0344,1
54,-0.004784,-0.0304,1
55,-0.00478,-0.031200000000000002,1
56,-0.004776,-0.0296,1
57,-0.004772,-0.031200000000000002,1
58,-0.004768,-0.0296,1
59,-0.004764,-0.0256,1
60,-0.00476,-0.028,1
61,-0.004756,-0.032,1
62,-0.004752,-0.028800000000000003,1
63,-0.0047480000000000005,-0.028800000000000003,1
64,-0.004744,-0.024800000000000003,1
65,-0.00474,-0.0216,1
66,-0.004736,-0.024,1
67,-0.004732,-0.0216,1
68,-0.004728,-0.033600000000000005,1
69,-0.004724,-0.033600000000000005,1
70,-0.00472,-0.0304,1
71,-0.004716,-0.0304,1
72,-0.004712,-0.0304,1
73,-0.004708,-0.028800000000000003,1
74,-0.004704,-0.027200000000000002,1
75,-0.0047,-0.028800000000000003,1
76,-0.0046960000000000005,-0.027200000000000002,1
77,-0.004692,-0.0264,1
78,-0.004688,-0.024800000000000003,1
