,Mediciónes,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia,Voltaje disco
0,-0.016,-0.125,25,0,0,10000,3.9
1,-0.016,-0.1249,25,0,0,10000,3.9
2,-0.016,-0.1248,25,0,0,10000,3.9
3,-0.008,-0.1247,25,0,0,10000,3.9
4,-0.016,-0.1246,25,0,0,10000,3.9
5,-0.016,-0.1245,25,0,0,10000,3.9
6,0.0,-0.1244,25,0,0,10000,3.9
7,-0.016,-0.1243,25,0,0,10000,3.9
8,-0.008,-0.1242,25,0,0,10000,3.9
9,-0.024,-0.1241,25,0,0,10000,3.9
10,-0.032,-0.124,25,0,0,10000,3.9
11,-0.016,-0.1239,25,0,0,10000,3.9
12,-0.032,-0.1238,25,0,0,10000,3.9
13,-0.008,-0.1237,25,0,0,10000,3.9
14,-0.024,-0.1236,25,0,0,10000,3.9
15,-0.024,-0.1235,25,0,0,10000,3.9
16,-0.016,-0.1234,25,0,0,10000,3.9
17,-0.008,-0.12329999999999999,25,0,0,10000,3.9
18,-0.04,-0.1232,25,0,0,10000,3.9
19,-0.008,-0.1231,25,0,0,10000,3.9
20,-0.024,-0.123,25,0,0,10000,3.9
21,0.0,-0.1229,25,0,0,10000,3.9
22,-0.016,-0.1228,25,0,0,10000,3.9
23,-0.008,-0.1227,25,0,0,10000,3.9
24,-0.008,-0.1226,25,0,0,10000,3.9
25,-0.008,-0.1225,25,0,0,10000,3.9
26,-0.016,-0.1224,25,0,0,10000,3.9
27,-0.032,-0.1223,25,0,0,10000,3.9
28,-0.032,-0.1222,25,0,0,10000,3.9
29,-0.024,-0.1221,25,0,0,10000,3.9
30,-0.024,-0.122,25,0,0,10000,3.9
31,-0.032,-0.1219,25,0,0,10000,3.9
32,-0.032,-0.1218,25,0,0,10000,3.9
33,-0.024,-0.1217,25,0,0,10000,3.9
34,-0.048,-0.1216,25,0,0,10000,3.9
35,-0.016,-0.1215,25,0,0,10000,3.9
36,-0.048,-0.1214,25,0,0,10000,3.9
37,-0.032,-0.1213,25,0,0,10000,3.9
38,-0.048,-0.1212,25,0,0,10000,3.9
39,-0.048,-0.1211,25,0,0,10000,3.9
40,-0.024,-0.121,25,0,0,10000,3.9
41,-0.008,-0.1209,25,0,0,10000,3.9
42,-0.048,-0.1208,25,0,0,10000,3.9
43,-0.056,-0.1207,25,0,0,10000,3.9
44,-0.048,-0.1206,25,0,0,10000,3.9
45,-0.048,-0.1205,25,0,0,10000,3.9
46,-0.016,-0.12040000000000001,25,0,0,10000,3.9
47,-0.048,-0.1203,25,0,0,10000,3.9
48,-0.032,-0.1202,25,0,0,10000,3.9
49,-0.04,-0.1201,25,0,0,10000,3.9
50,-0.04,-0.12,25,0,0,10000,3.9
51,-0.048,-0.1199,25,0,0,10000,3.9
52,-0.08,-0.1198,25,0,0,10000,3.9
53,-0.016,-0.1197,25,0,0,10000,3.9
54,-0.032,-0.1196,25,0,0,10000,3.9
55,-0.048,-0.1195,25,0,0,10000,3.9
56,-0.048,-0.1194,25,0,0,10000,3.9
57,-0.032,-0.1193,25,0,0,10000,3.9
58,-0.032,-0.1192,25,0,0,10000,3.9
59,-0.048,-0.1191,25,0,0,10000,3.9
60,-0.032,-0.119,25,0,0,10000,3.9
61,-0.088,-0.1189,25,0,0,10000,3.9
62,-0.048,-0.1188,25,0,0,10000,3.9
63,-0.064,-0.1187,25,0,0,10000,3.9
64,-0.064,-0.1186,25,0,0,10000,3.9
65,-0.056,-0.1185,25,0,0,10000,3.9
66,-0.064,-0.1184,25,0,0,10000,3.9
67,-0.04,-0.1183,25,0,0,10000,3.9
68,-0.04,-0.1182,25,0,0,10000,3.9
69,-0.048,-0.1181,25,0,0,10000,3.9
70,-0.08,-0.118,25,0,0,10000,3.9
71,-0.048,-0.1179,25,0,0,10000,3.9
72,-0.064,-0.1178,25,0,0,10000,3.9
73,-0.048,-0.1177,25,0,0,10000,3.9
74,-0.048,-0.1176,25,0,0,10000,3.9
75,-0.07200000000000001,-0.1175,25,0,0,10000,3.9
76,-0.10400000000000001,-0.1174,25,0,0,10000,3.9
77,-0.07200000000000001,-0.1173,25,0,0,10000,3.9
78,-0.088,-0.1172,25,0,0,10000,3.9
79,-0.10400000000000001,-0.1171,25,0,0,10000,3.9
80,-0.048,-0.11699999999999999,25,0,0,10000,3.9
81,-0.12,-0.1169,25,0,0,10000,3.9
82,-0.112,-0.1168,25,0,0,10000,3.9
83,-0.10400000000000001,-0.1167,25,0,0,10000,3.9
84,-0.07200000000000001,-0.1166,25,0,0,10000,3.9
85,-0.048,-0.11649999999999999,25,0,0,10000,3.9
86,-0.10400000000000001,-0.1164,25,0,0,10000,3.9
87,-0.08,-0.1163,25,0,0,10000,3.9
88,-0.088,-0.1162,25,0,0,10000,3.9
89,-0.07200000000000001,-0.1161,25,0,0,10000,3.9
90,-0.064,-0.11599999999999999,25,0,0,10000,3.9
91,-0.056,-0.1159,25,0,0,10000,3.9
92,-0.064,-0.1158,25,0,0,10000,3.9
93,-0.088,-0.1157,25,0,0,10000,3.9
94,-0.08,-0.1156,25,0,0,10000,3.9
95,-0.096,-0.1155,25,0,0,10000,3.9
96,-0.07200000000000001,-0.1154,25,0,0,10000,3.9
