,Mediciónes,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia,Voltaje disco
0,-0.048,-0.125,25,0,0,10000,3.9
1,-0.032,-0.1249,25,0,0,10000,3.9
2,-0.088,-0.1248,25,0,0,10000,3.9
3,-0.04,-0.1247,25,0,0,10000,3.9
4,-0.07200000000000001,-0.1246,25,0,0,10000,3.9
5,-0.048,-0.1245,25,0,0,10000,3.9
6,-0.08,-0.1244,25,0,0,10000,3.9
7,-0.12,-0.1243,25,0,0,10000,3.9
8,-0.056,-0.1242,25,0,0,10000,3.9
9,-0.10400000000000001,-0.1241,25,0,0,10000,3.9
10,-0.056,-0.124,25,0,0,10000,3.9
11,-0.064,-0.1239,25,0,0,10000,3.9
12,-0.064,-0.1238,25,0,0,10000,3.9
13,-0.048,-0.1237,25,0,0,10000,3.9
14,-0.048,-0.1236,25,0,0,10000,3.9
15,-0.04,-0.1235,25,0,0,10000,3.9
16,-0.048,-0.1234,25,0,0,10000,3.9
17,-0.056,-0.12329999999999999,25,0,0,10000,3.9
18,-0.07200000000000001,-0.1232,25,0,0,10000,3.9
19,-0.10400000000000001,-0.1231,25,0,0,10000,3.9
20,-0.048,-0.123,25,0,0,10000,3.9
21,-0.032,-0.1229,25,0,0,10000,3.9
22,-0.048,-0.1228,25,0,0,10000,3.9
23,-0.048,-0.1227,25,0,0,10000,3.9
24,-0.056,-0.1226,25,0,0,10000,3.9
25,-0.024,-0.1225,25,0,0,10000,3.9
26,-0.07200000000000001,-0.1224,25,0,0,10000,3.9
27,-0.024,-0.1223,25,0,0,10000,3.9
28,-0.04,-0.1222,25,0,0,10000,3.9
29,-0.016,-0.1221,25,0,0,10000,3.9
30,-0.032,-0.122,25,0,0,10000,3.9
31,-0.016,-0.1219,25,0,0,10000,3.9
32,-0.048,-0.1218,25,0,0,10000,3.9
33,-0.064,-0.1217,25,0,0,10000,3.9
34,-0.024,-0.1216,25,0,0,10000,3.9
35,-0.04,-0.1215,25,0,0,10000,3.9
36,-0.032,-0.1214,25,0,0,10000,3.9
37,-0.048,-0.1213,25,0,0,10000,3.9
38,-0.08,-0.1212,25,0,0,10000,3.9
39,-0.056,-0.1211,25,0,0,10000,3.9
40,-0.048,-0.121,25,0,0,10000,3.9
41,-0.016,-0.1209,25,0,0,10000,3.9
42,-0.024,-0.1208,25,0,0,10000,3.9
43,-0.04,-0.1207,25,0,0,10000,3.9
44,-0.016,-0.1206,25,0,0,10000,3.9
45,-0.04,-0.1205,25,0,0,10000,3.9
46,-0.048,-0.12040000000000001,25,0,0,10000,3.9
47,-0.056,-0.1203,25,0,0,10000,3.9
48,-0.056,-0.1202,25,0,0,10000,3.9
49,-0.064,-0.1201,25,0,0,10000,3.9
50,-0.032,-0.12,25,0,0,10000,3.9
51,-0.024,-0.1199,25,0,0,10000,3.9
52,-0.016,-0.1198,25,0,0,10000,3.9
53,-0.032,-0.1197,25,0,0,10000,3.9
54,-0.04,-0.1196,25,0,0,10000,3.9
55,-0.016,-0.1195,25,0,0,10000,3.9
56,-0.024,-0.1194,25,0,0,10000,3.9
57,-0.07200000000000001,-0.1193,25,0,0,10000,3.9
58,-0.032,-0.1192,25,0,0,10000,3.9
