,Datos,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica
0,-0.005,-0.009600000000000001,1.0,-40.0,0.0
1,-0.0049960000000000004,-0.0128,,,
2,-0.004992,-0.008,,,
3,-0.004988,-0.012,,,
4,-0.004984,-0.014400000000000001,,,
5,-0.00498,-0.013600000000000001,,,
6,-0.004976,-0.010400000000000001,,,
7,-0.004972,-0.010400000000000001,,,
8,-0.004968,-0.010400000000000001,,,
9,-0.0049640000000000005,-0.0064,,,
10,-0.00496,-0.012,,,
11,-0.004956,-0.009600000000000001,,,
12,-0.004952,-0.010400000000000001,,,
13,-0.004948,-0.009600000000000001,,,
14,-0.0049440000000000005,-0.0088,,,
15,-0.00494,-0.0112,,,
16,-0.004936,-0.013600000000000001,,,
17,-0.004932,-0.010400000000000001,,,
18,-0.004928,-0.0176,,,
19,-0.004924,-0.016,,,
20,-0.00492,-0.0152,,,
21,-0.004916,-0.016800000000000002,,,
22,-0.004912,-0.02,,,
23,-0.004908,-0.0176,,,
24,-0.004904,-0.016800000000000002,,,
25,-0.0049,-0.0176,,,
26,-0.004896,-0.016800000000000002,,,
27,-0.0048920000000000005,-0.012,,,
28,-0.004888,-0.0128,,,
29,-0.004884,-0.019200000000000002,,,
30,-0.00488,-0.012,,,
31,-0.004876,-0.0128,,,
32,-0.0048720000000000005,-0.0176,,,
33,-0.004868,-0.0128,,,
34,-0.004864,-0.0112,,,
35,-0.00486,-0.0128,,,
36,-0.004856,-0.0112,,,
37,-0.004852,-0.008,,,
38,-0.004848,-0.009600000000000001,,,
39,-0.004844,-0.013600000000000001,,,
40,-0.0048400000000000006,-0.0112,,,
41,-0.004836,-0.012,,,
42,-0.004832,-0.010400000000000001,,,
43,-0.004828,-0.0128,,,
44,-0.004824,-0.009600000000000001,,,
45,-0.0048200000000000005,-0.0056,,,
46,-0.004816,-0.008,,,
47,-0.004812,-0.008,,,
48,-0.004808,-0.009600000000000001,,,
49,-0.004804,-0.010400000000000001,,,
50,-0.0048000000000000004,-0.013600000000000001,,,
51,-0.004796,-0.0128,,,
52,-0.004792,-0.007200000000000001,,,
53,-0.004788,-0.012,,,
54,-0.004784,-0.027200000000000002,,,
55,-0.00478,-0.023200000000000002,,,
56,-0.004776,-0.020800000000000003,,,
57,-0.004772,-0.024800000000000003,,,
58,-0.004768,-0.023200000000000002,,,
59,-0.004764,-0.0256,,,
60,-0.00476,-0.024800000000000003,,,
61,-0.004756,-0.0264,,,
62,-0.004752,-0.023200000000000002,,,
63,-0.0047480000000000005,-0.0224,,,
64,-0.004744,-0.024,,,
65,-0.00474,-0.024800000000000003,,,
66,-0.004736,-0.023200000000000002,,,
67,-0.004732,-0.0224,,,
68,-0.004728,-0.024800000000000003,,,
69,-0.004724,-0.0224,,,
70,-0.00472,-0.019200000000000002,,,
71,-0.004716,-0.02,,,
72,-0.004712,-0.019200000000000002,,,
73,-0.004708,-0.019200000000000002,,,
74,-0.004704,-0.020800000000000003,,,
75,-0.0047,-0.02,,,
76,-0.0046960000000000005,-0.019200000000000002,,,
77,-0.004692,-0.016800000000000002,,,
78,-0.004688,-0.016,,,
79,-0.004684,-0.013600000000000001,,,
80,-0.00468,-0.0176,,,
81,-0.0046760000000000005,-0.0176,,,
82,-0.004672,-0.016800000000000002,,,
83,-0.004668,-0.0152,,,
84,-0.004664,-0.014400000000000001,,,
85,-0.00466,-0.0112,,,
86,-0.004656,-0.0216,,,
87,-0.004652,-0.024,,,
88,-0.004648,-0.020800000000000003,,,
89,-0.0046440000000000006,-0.0184,,,
90,-0.00464,-0.0184,,,
91,-0.004636,-0.0224,,,
92,-0.004632,-0.019200000000000002,,,
93,-0.004628,-0.0176,,,
94,-0.0046240000000000005,-0.016,,,
95,-0.00462,-0.02,,,
96,-0.004616,-0.016800000000000002,,,
97,-0.004612,-0.0152,,,
98,-0.004608,-0.014400000000000001,,,
99,-0.0046040000000000005,-0.016,,,
100,-0.0046,-0.0152,,,
101,-0.004596,-0.0128,,,
102,-0.004592,-0.0152,,,
103,-0.004588,-0.014400000000000001,,,
104,-0.004584,-0.016800000000000002,,,
105,-0.00458,-0.0128,,,
106,-0.004576,-0.0112,,,
107,-0.004572,-0.0112,,,
108,-0.004568,-0.013600000000000001,,,
109,-0.004564,-0.012,,,
110,-0.00456,-0.0128,,,
111,-0.004556,-0.009600000000000001,,,
112,-0.0045520000000000005,-0.0112,,,
113,-0.004548,-0.014400000000000001,,,
114,-0.004544,-0.0112,,,
115,-0.00454,-0.012,,,
116,-0.004536,-0.012,,,
117,-0.0045320000000000004,-0.012,,,
