,Datos,Datos Ch2,Tiempo,Tiempo Ch2,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia
0,-0.0125,-0.0125,0.018000000000000002,-0.004,2.5,50.0,0.0,50.0
1,-0.012490000000000001,-0.012490000000000001,0.004,-0.004,,,,
2,-0.012480000000000002,-0.012480000000000002,0.0,0.008,,,,
3,-0.01247,-0.01247,0.0,0.012,,,,
4,-0.01246,-0.01246,0.0,0.008,,,,
5,-0.012450000000000001,-0.012450000000000001,0.016,0.004,,,,
6,-0.012440000000000001,-0.012440000000000001,0.004,0.008,,,,
7,-0.01243,-0.01243,0.004,0.016,,,,
8,-0.01242,-0.01242,0.0,0.0,,,,
9,-0.012410000000000001,-0.012410000000000001,0.0,0.008,,,,
10,-0.012400000000000001,-0.012400000000000001,0.016,0.008,,,,
11,-0.01239,-0.01239,-0.002,-0.004,,,,
12,-0.01238,-0.01238,0.002,-0.008,,,,
13,-0.01237,-0.01237,0.0,0.008,,,,
14,-0.012360000000000001,-0.012360000000000001,0.002,0.012,,,,
15,-0.01235,-0.01235,0.02,0.008,,,,
16,-0.01234,-0.01234,0.008,0.016,,,,
17,-0.01233,-0.01233,0.002,0.0,,,,
18,-0.012320000000000001,-0.012320000000000001,0.002,0.008,,,,
19,-0.012310000000000001,-0.012310000000000001,-0.004,0.008,,,,
20,-0.0123,-0.0123,0.018000000000000002,-0.008,,,,
21,-0.01229,-0.01229,0.002,0.008,,,,
22,-0.012280000000000001,-0.012280000000000001,0.0,0.012,,,,
23,-0.012270000000000001,-0.012270000000000001,0.004,-0.008,,,,
24,-0.01226,-0.01226,0.002,-0.008,,,,
25,-0.01225,-0.01225,0.01,0.0,,,,
26,-0.012240000000000001,-0.012240000000000001,0.002,0.008,,,,
27,-0.012230000000000001,-0.012230000000000001,-0.002,-0.004,,,,
28,-0.01222,-0.01222,0.002,0.004,,,,
29,-0.01221,-0.01221,-0.002,0.004,,,,
30,-0.0122,-0.0122,0.006,-0.004,,,,
31,-0.012190000000000001,-0.012190000000000001,0.002,0.004,,,,
32,-0.01218,-0.01218,-0.002,0.0,,,,
33,-0.01217,-0.01217,0.0,-0.004,,,,
34,-0.01216,-0.01216,0.0,0.0,,,,
35,-0.012150000000000001,-0.012150000000000001,0.012,0.0,,,,
36,-0.012140000000000001,-0.012140000000000001,0.004,0.016,,,,
37,-0.01213,-0.01213,0.0,0.0,,,,
38,-0.01212,-0.01212,-0.002,0.0,,,,
39,-0.012110000000000001,-0.012110000000000001,0.004,0.012,,,,
40,-0.012100000000000001,-0.012100000000000001,-0.002,0.008,,,,
41,-0.01209,-0.01209,-0.002,0.008,,,,
42,-0.01208,-0.01208,0.002,-0.008,,,,
43,-0.01207,-0.01207,0.0,-0.004,,,,
44,-0.012060000000000001,-0.012060000000000001,-0.002,-0.004,,,,
45,-0.01205,-0.01205,0.014,0.012,,,,
46,-0.01204,-0.01204,0.004,0.0,,,,
47,-0.01203,-0.01203,0.006,0.0,,,,
48,-0.012020000000000001,-0.012020000000000001,0.002,-0.012,,,,
49,-0.01201,-0.01201,0.004,0.012,,,,
50,-0.012,-0.012,0.018000000000000002,0.012,,,,
51,-0.01199,-0.01199,-0.004,0.012,,,,
52,-0.011980000000000001,-0.011980000000000001,0.0,0.0,,,,
53,-0.011970000000000001,-0.011970000000000001,0.004,0.008,,,,
54,-0.01196,-0.01196,-0.004,0.0,,,,
55,-0.01195,-0.01195,0.018000000000000002,-0.004,,,,
56,-0.011940000000000001,-0.011940000000000001,0.004,0.008,,,,
57,-0.011930000000000001,-0.011930000000000001,0.0,0.008,,,,
58,-0.01192,-0.01192,0.004,0.008,,,,
59,-0.01191,-0.01191,-0.002,-0.004,,,,
60,-0.0119,-0.0119,-0.002,0.004,,,,
61,-0.011890000000000001,-0.011890000000000001,0.002,0.004,,,,
62,-0.01188,-0.01188,0.0,0.016,,,,
63,-0.01187,-0.01187,0.0,-0.004,,,,
64,-0.01186,-0.01186,0.002,0.0,,,,
65,-0.011850000000000001,-0.011850000000000001,0.0,-0.004,,,,
66,-0.01184,-0.01184,0.0,0.012,,,,
67,-0.01183,-0.01183,0.0,0.004,,,,
68,-0.01182,-0.01182,0.002,0.004,,,,
69,-0.011810000000000001,-0.011810000000000001,0.004,-0.008,,,,
70,-0.011800000000000001,-0.011800000000000001,0.002,-0.008,,,,
71,-0.01179,-0.01179,0.0,0.004,,,,
72,-0.01178,-0.01178,-0.002,0.008,,,,
73,-0.011770000000000001,-0.011770000000000001,0.0,0.004,,,,
74,-0.011760000000000001,-0.011760000000000001,0.004,0.008,,,,
75,-0.01175,-0.01175,-0.004,0.036000000000000004,,,,
76,-0.01174,-0.01174,0.004,-0.004,,,,
77,-0.01173,-0.01173,0.002,0.004,,,,
78,-0.011720000000000001,-0.011720000000000001,0.0,0.0,,,,
79,-0.01171,-0.01171,0.004,0.08,,,,
80,-0.0117,-0.0117,-0.008,0.008,,,,
81,-0.01169,-0.01169,0.004,0.0,,,,
82,-0.011680000000000001,-0.011680000000000001,0.004,0.0,,,,
83,-0.01167,-0.01167,-0.004,0.008,,,,
84,-0.01166,-0.01166,0.006,0.0,,,,
85,-0.01165,-0.01165,-0.002,0.008,,,,
86,-0.011640000000000001,-0.011640000000000001,0.002,-0.004,,,,
87,-0.011630000000000001,-0.011630000000000001,0.002,0.008,,,,
