,Mediciónes,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia,Voltaje disco
0,0.00088,-0.25,50,40,0,10000,3.3
1,0.00128,-0.2498,50,40,0,10000,3.3
2,0.0004,-0.2496,50,40,0,10000,3.3
3,0.0011200000000000001,-0.2494,50,40,0,10000,3.3
4,0.0011200000000000001,-0.2492,50,40,0,10000,3.3
5,0.0009600000000000001,-0.249,50,40,0,10000,3.3
6,0.00064,-0.2488,50,40,0,10000,3.3
7,0.0004,-0.2486,50,40,0,10000,3.3
8,0.0004,-0.2484,50,40,0,10000,3.3
9,0.00064,-0.2482,50,40,0,10000,3.3
10,0.00136,-0.248,50,40,0,10000,3.3
11,0.00048000000000000007,-0.2478,50,40,0,10000,3.3
12,0.0011200000000000001,-0.2476,50,40,0,10000,3.3
13,0.00064,-0.2474,50,40,0,10000,3.3
14,0.00088,-0.2472,50,40,0,10000,3.3
15,0.00088,-0.247,50,40,0,10000,3.3
16,0.00064,-0.2468,50,40,0,10000,3.3
17,0.00072,-0.24659999999999999,50,40,0,10000,3.3
18,0.00064,-0.2464,50,40,0,10000,3.3
19,-0.00032,-0.2462,50,40,0,10000,3.3
20,0.00048000000000000007,-0.246,50,40,0,10000,3.3
21,0.00128,-0.2458,50,40,0,10000,3.3
22,0.00072,-0.2456,50,40,0,10000,3.3
23,0.0011200000000000001,-0.2454,50,40,0,10000,3.3
24,0.0011200000000000001,-0.2452,50,40,0,10000,3.3
25,0.00072,-0.245,50,40,0,10000,3.3
26,0.0004,-0.2448,50,40,0,10000,3.3
27,0.0011200000000000001,-0.2446,50,40,0,10000,3.3
28,0.00088,-0.2444,50,40,0,10000,3.3
29,0.0008,-0.2442,50,40,0,10000,3.3
30,0.00168,-0.244,50,40,0,10000,3.3
31,0.0009600000000000001,-0.2438,50,40,0,10000,3.3
32,0.0004,-0.2436,50,40,0,10000,3.3
33,0.0005600000000000001,-0.2434,50,40,0,10000,3.3
34,0.0005600000000000001,-0.2432,50,40,0,10000,3.3
35,0.0005600000000000001,-0.243,50,40,0,10000,3.3
36,0.0011200000000000001,-0.2428,50,40,0,10000,3.3
37,0.0010400000000000001,-0.2426,50,40,0,10000,3.3
38,0.0009600000000000001,-0.2424,50,40,0,10000,3.3
